,url,id,receiver,concern,action_phrase,actionability_score
57,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']","Considerations regarding whether patients should remain in non-specialist areas or be transferred may differ, potentially affecting consistency in care approaches.",Recommend that the responsible Specialist Team is from the local specialist renal centre and liaise with other centres if necessary.,2
58,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']","Considerations regarding whether patients should remain in non-specialist areas or be transferred may differ, potentially affecting consistency in care approaches.",Recommend that the responsible Specialist Team is from the local specialist renal centre and liaise with other centres if necessary.,2
59,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']","Considerations regarding whether patients should remain in non-specialist areas or be transferred may differ, potentially affecting consistency in care approaches.",[no response],0
60,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']","Considerations regarding whether patients should remain in non-specialist areas or be transferred may differ, potentially affecting consistency in care approaches.",Share PFD reports and learning with Regional Medical Directors and clinical colleagues via the Regulation 28 Working Group.,3
61,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']","There may be variation in how specialist renal hospitals engage with non-specialist hospitals that rely on their expertise, impacting collaborative efforts in patient care, and currently there is no clear guidance on how specialist and non-specialist teams should work together effectively to ensure consistent, high-quality care for these patients.",Received management guidelines from UHCW Renal Team and developed robust joint clinical guidelines for collaborative care.,2
62,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']","There may be variation in how specialist renal hospitals engage with non-specialist hospitals that rely on their expertise, impacting collaborative efforts in patient care, and currently there is no clear guidance on how specialist and non-specialist teams should work together effectively to ensure consistent, high-quality care for these patients.","UHCW will now be the primary specialist transfer centre for all renal patients admitted to GEH regardless of parent specialist unit, with shared guidelines and SLA.",4
63,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']","There may be variation in how specialist renal hospitals engage with non-specialist hospitals that rely on their expertise, impacting collaborative efforts in patient care, and currently there is no clear guidance on how specialist and non-specialist teams should work together effectively to ensure consistent, high-quality care for these patients.","Share recommendations with the kidney care and transplant communities, contact patient associations, and share with Royal College of Physicians Patient Safety Committee.",2
64,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']","There may be variation in how specialist renal hospitals engage with non-specialist hospitals that rely on their expertise, impacting collaborative efforts in patient care, and currently there is no clear guidance on how specialist and non-specialist teams should work together effectively to ensure consistent, high-quality care for these patients.","Share recommendations with the kidney care and transplant communities, contact patient associations, and share with Royal College of Physicians Patient Safety Committee.",2
65,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']","There may be variation in how specialist renal hospitals engage with non-specialist hospitals that rely on their expertise, impacting collaborative efforts in patient care, and currently there is no clear guidance on how specialist and non-specialist teams should work together effectively to ensure consistent, high-quality care for these patients.",[no response],0
66,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle-prevention-of-future-deaths-report/,2024-0618,"['NHS England', 'The Chief Executive Officer of University Hospital of Coventry and Warwickshire NHS Trust', 'The Chief Executive Officer of George Eliot Hospital NHS Trust', 'UK Kidney Association', 'British Transplant Society', 'Renal Association']","There may be variation in how specialist renal hospitals engage with non-specialist hospitals that rely on their expertise, impacting collaborative efforts in patient care, and currently there is no clear guidance on how specialist and non-specialist teams should work together effectively to ensure consistent, high-quality care for these patients.",Share PFD reports and learning with Regional Medical Directors and clinical colleagues via the Regulation 28 Working Group.,3
67,https://www.judiciary.uk/prevention-of-future-death-reports/alison-binyon-prevention-of-future-deaths-report/,2024-0615,"['Adult Social Care, Leicestershire County Council']","Communication with service users around moving accommodation needs to be managed carefully, as false assurances can undermine trust between the service user and the supporting team.","Introduce a visual flowchart of the accommodation process to be shared with individuals, care providers, and representatives from February 2025.",3
68,https://www.judiciary.uk/prevention-of-future-death-reports/alison-binyon-prevention-of-future-deaths-report/,2024-0615,"['Adult Social Care, Leicestershire County Council']","Uncertainty regarding accommodation moves can be a potential stressor or trigger for self-harm for those with a diagnosis of Emotionally Unstable Personality Disorder, and this situation requires careful management and communication.",Include guidance in the weekly internal newsletter (week commencing 13th January 2025) for staff to reassure individuals at each stage and avoid stressful periods for moves.,3
69,https://www.judiciary.uk/prevention-of-future-death-reports/alison-binyon-prevention-of-future-deaths-report/,2024-0615,"['Adult Social Care, Leicestershire County Council']","Those supporting Alison, including community mental health nurses, were unclear on the stage the process had reached, the specific steps of the process, and the likely timescales involved, which affected the type of support they could provide.","Create and share a visual flowchart of the accommodation process with all involved parties to clarify steps and timescales, starting February 2025.",3
70,https://www.judiciary.uk/prevention-of-future-death-reports/alison-binyon-prevention-of-future-deaths-report/,2024-0615,"['Adult Social Care, Leicestershire County Council']",There was a lack of evidence of a specific approach or policy addressing how the process of moving accommodation can be clearly communicated to those supporting service users in the community.,"Develop and implement a visual flowchart as a specific communication tool for the accommodation move process, to be introduced in February 2025.",3
71,https://www.judiciary.uk/prevention-of-future-death-reports/alison-binyon-prevention-of-future-deaths-report/,2024-0615,"['Adult Social Care, Leicestershire County Council']","No internal review was carried out at Leicestershire County Council following Alison's death, and failure to conduct such reviews could lead to inadequate learning from deaths, creating a risk of further deaths.","Implement a new procedure for all Adult Social Care managers to conduct internal reviews after unexpected deaths, going live in January 2025.",3
72,https://www.judiciary.uk/prevention-of-future-death-reports/kirsten-hocking-prevention-of-future-deaths-report/,2024-0617,"['Probation Service', 'Steps2Recovery']","There is a real lack of specialist rehabilitation accommodation for women, particularly those assessed as low or medium risk of harm to others but high risk of self-harm, resulting in little or no effective system of rehabilitative provision for this cohort, with the situation reportedly worsening despite previous reviews and findings of gender disparity.",Implement new initiatives including the Women’s Justice Board and Women’s Policy Framework to renew focus on accommodation requirements for women in the criminal justice system.,2
73,https://www.judiciary.uk/prevention-of-future-death-reports/kirsten-hocking-prevention-of-future-deaths-report/,2024-0617,"['Probation Service', 'Steps2Recovery']","Probation officers responsible for finding accommodation and building release plans lack sufficient understanding of what accommodation is and is not available, as demonstrated by failures to realise that an Approved Premises might have been available and to act quickly when specialist placements fell through, indicating a training need.",Deliver Female AP briefings for all practitioners from September to emphasise availability and criteria for Approved Premises placements for women with complex needs.,3
74,https://www.judiciary.uk/prevention-of-future-death-reports/kirsten-hocking-prevention-of-future-deaths-report/,2024-0617,"['Probation Service', 'Steps2Recovery']","Steps to Recovery's systems for offering specialist accommodation have not always kept pace with their growth, resulting in unclear placement offers, conditions, and expectations, inadequate recording and structuring of decisions around offers and withdrawals, and the risk of withdrawing accommodation offers without first consulting the requesting organisation, all of which pose ongoing risks.","Implement a new ‘Offer/Acceptance’ document detailing placement offers and conditions, with written and verbal communication to all parties, and record all decisions in Lamplight, regularly audited by senior management.",2
75,https://www.judiciary.uk/prevention-of-future-death-reports/vera-spencer-prevention-of-future-deaths-report/,2024-0616,['NHS Derby & Derbyshire Integrated Care Board'],"When the ambulance service is under extreme pressure, individuals who have fallen at home can wait many hours on the floor before paramedics can attend.",Continue to work as a multi-agency group to minimise EMAS response times in the short term.,3
76,https://www.judiciary.uk/prevention-of-future-death-reports/vera-spencer-prevention-of-future-deaths-report/,2024-0616,['NHS Derby & Derbyshire Integrated Care Board'],"Falls are usually given a lower categorisation by the ambulance service because they are not considered life-threatening situations, leading to delayed response.",[no response],0
77,https://www.judiciary.uk/prevention-of-future-death-reports/vera-spencer-prevention-of-future-deaths-report/,2024-0616,['NHS Derby & Derbyshire Integrated Care Board'],"Long waits on the floor after a fall can increase the risk of pneumonia, pressure damage, and rhabdomyolysis.",Seek to implement options that further mitigate the risk of a long lie following a fall for all Derby & Derbyshire residents.,2
78,https://www.judiciary.uk/prevention-of-future-death-reports/vera-spencer-prevention-of-future-deaths-report/,2024-0616,['NHS Derby & Derbyshire Integrated Care Board'],"There is no local falls service or team operating out of hours, other than the ambulance service, to assess patients and assist them off the floor following a fall.","Seek to accelerate the development and roll out of a falls prevention service available to all residents, including consideration of an injurious falls service, through NHS planning for 2025/26.",3
79,https://www.judiciary.uk/prevention-of-future-death-reports/imogen-heap-prevention-of-future-deaths-report/,2024-0620,['National Institute for Health & Care Excellence (NICE)'],"Propranolol continues to be widely prescribed, often to young people reporting symptoms of anxiety, but there is an under-appreciation of the level of risk posed by elevated levels of propranolol medication.",NICE will not be updating CG113 at this time following surveillance review and consultation with GP advisors.,4
80,https://www.judiciary.uk/prevention-of-future-death-reports/alexander-rogers-prevention-of-future-deaths-report/,2024-0624,['The Department for Education'],"Evidence suggests that social ostracism is a recognised practice within student communities, with multiple cases observed and acknowledged by both students and staff, and this may be an issue more broadly for universities in the UK.",Work with experts and university welfare officials to convene a roundtable in early 2025 exploring social ostracism in more depth.,3
81,https://www.judiciary.uk/prevention-of-future-death-reports/alexander-rogers-prevention-of-future-deaths-report/,2024-0624,['The Department for Education'],"Students appear to employ social ostracism as a means of 'self-policing' their community, often in response to allegations of serious misconduct, occurring in the absence of formal processes and without proper investigation or evidence.","Support OfS in introducing new regulatory requirements (condition E6) for handling harassment and sexual misconduct, effective August 2025, requiring formal policies and procedures.",3
82,https://www.judiciary.uk/prevention-of-future-death-reports/alexander-rogers-prevention-of-future-deaths-report/,2024-0624,['The Department for Education'],"Social ostracism can have severe and lasting negative impacts on mental health, leading to feelings of isolation, shame, guilt, and worthlessness, all of which are recognised risk factors for suicide.",Provide £15 million in 2024/25 via OfS to support higher education providers in developing mental health and suicide prevention strategies.,3
83,https://www.judiciary.uk/prevention-of-future-death-reports/alexander-rogers-prevention-of-future-deaths-report/,2024-0624,['The Department for Education'],"The prevalence of social ostracism may be linked to a lack of trust in formal channels for reporting serious concerns, as students may perceive these processes as ineffective, unfair, or biased, leading them to seek alternative means of addressing perceived wrongdoing.",Support OfS in requiring universities to publish and maintain clear policies and procedures for reporting and handling harassment and sexual misconduct from August 2025.,3
84,https://www.judiciary.uk/prevention-of-future-death-reports/alexander-rogers-prevention-of-future-deaths-report/,2024-0624,['The Department for Education'],"There is concern that social ostracism has become normalised within student communities, with individuals viewing it as an expected and accepted response to certain allegations or behaviours, which hinders the development of healthy and supportive social environments.",Convene a roundtable in early 2025 to build shared knowledge and discuss appropriate responses to the normalisation of social ostracism in student communities.,3
85,https://www.judiciary.uk/prevention-of-future-death-reports/anne-taylor-prevention-of-future-deaths-report/,2024-0614,"['Salford Royal Hospital Foundation Trust', 'NHS England']",The deceased left the hospital on 19 July before being clinically assessed due to waiting times.,"Implemented the NHSE Acuity Tool from 25th November 2024 to ensure all ED patients receive an initial, primary assessment on arrival.",3
86,https://www.judiciary.uk/prevention-of-future-death-reports/anne-taylor-prevention-of-future-deaths-report/,2024-0614,"['Salford Royal Hospital Foundation Trust', 'NHS England']","There was no consideration of whether secondary investigations, such as a CT scan, could be undertaken during the waiting time.",Secondary investigations (such as a CT scan) will be considered and frontloaded for patients meeting NICE criteria for CT scan in head injury whilst awaiting clinical review.,3
87,https://www.judiciary.uk/prevention-of-future-death-reports/anne-taylor-prevention-of-future-deaths-report/,2024-0614,"['Salford Royal Hospital Foundation Trust', 'NHS England']","No evidence was provided that the deceased’s capacity to decide to leave the hospital was assessed, despite a history of suspected head injury.",New SOP requires nursing and clinical staff to assess mental capacity for patients stating they want to leave and escalate concerns appropriately.,3
88,https://www.judiciary.uk/prevention-of-future-death-reports/anne-taylor-prevention-of-future-deaths-report/,2024-0614,"['Salford Royal Hospital Foundation Trust', 'NHS England']",It was unclear what the new standard operating procedure for patients leaving the hospital before clinical assessment will include.,"Drafted a Standard Operating Procedure for patients leaving ED before assessment, with estimated approval date of 6th February 2025, to be shared with all urgent and emergency care areas.",3
89,https://www.judiciary.uk/prevention-of-future-death-reports/lacey-brookman-prevention-of-future-deaths-report/,2024-0612,"['President Royal, Royal College of General Practitioners', 'President of the Royal College of Paediatricians and Child Health', 'President of the Royal College of Surgeons', 'President of the Royal College of Radiologists']","Neither the original GP, the reviewing surgical SHO or surgical registrar considered that Lacey had appendicitis, and the consultant surgeon reviewing Lacey on 24th could not reach a diagnosis despite recognising she was ill.",Shared the report with Specialty Advisory Committee Chairs for consideration during upcoming curricula reviews.,1
90,https://www.judiciary.uk/prevention-of-future-death-reports/lacey-brookman-prevention-of-future-deaths-report/,2024-0612,"['President Royal, Royal College of General Practitioners', 'President of the Royal College of Paediatricians and Child Health', 'President of the Royal College of Surgeons', 'President of the Royal College of Radiologists']","Neither the original GP, the reviewing surgical SHO or surgical registrar considered that Lacey had appendicitis, and the consultant surgeon reviewing Lacey on 24th could not reach a diagnosis despite recognising she was ill.",Remain committed to supporting ongoing educational resources for both the GP Curriculum and Continuing Professional Development in this area.,2
91,https://www.judiciary.uk/prevention-of-future-death-reports/lacey-brookman-prevention-of-future-deaths-report/,2024-0612,"['President Royal, Royal College of General Practitioners', 'President of the Royal College of Paediatricians and Child Health', 'President of the Royal College of Surgeons', 'President of the Royal College of Radiologists']","Neither the original GP, the reviewing surgical SHO or surgical registrar considered that Lacey had appendicitis, and the consultant surgeon reviewing Lacey on 24th could not reach a diagnosis despite recognising she was ill.",Will share information and suggestions for local improvement from the report with paediatric members via the patient safety portal.,2
92,https://www.judiciary.uk/prevention-of-future-death-reports/lacey-brookman-prevention-of-future-deaths-report/,2024-0612,"['President Royal, Royal College of General Practitioners', 'President of the Royal College of Paediatricians and Child Health', 'President of the Royal College of Surgeons', 'President of the Royal College of Radiologists']","Neither the original GP, the reviewing surgical SHO or surgical registrar considered that Lacey had appendicitis, and the consultant surgeon reviewing Lacey on 24th could not reach a diagnosis despite recognising she was ill.",Advocate prompt assessment by experienced clinicians including expert surgeons and radiologists.,2
93,https://www.judiciary.uk/prevention-of-future-death-reports/lacey-brookman-prevention-of-future-deaths-report/,2024-0612,"['President Royal, Royal College of General Practitioners', 'President of the Royal College of Paediatricians and Child Health', 'President of the Royal College of Surgeons', 'President of the Royal College of Radiologists']","Retrocaecal appendicitis presentation is not a rare presentation of either acute appendicitis or generalised abdominal pain, contrary to the slant of available literature.",Reviewing the content of CCRISP and Clinical Skills in Emergency Surgery courses to consider explicit reference to retrocaecal appendicitis.,2
94,https://www.judiciary.uk/prevention-of-future-death-reports/lacey-brookman-prevention-of-future-deaths-report/,2024-0612,"['President Royal, Royal College of General Practitioners', 'President of the Royal College of Paediatricians and Child Health', 'President of the Royal College of Surgeons', 'President of the Royal College of Radiologists']","Retrocaecal appendicitis presentation is not a rare presentation of either acute appendicitis or generalised abdominal pain, contrary to the slant of available literature.",Highlight that NICE CKS guidance used by GPs specifically mentions the presentation of retrocaecal appendicitis.,2
95,https://www.judiciary.uk/prevention-of-future-death-reports/lacey-brookman-prevention-of-future-deaths-report/,2024-0612,"['President Royal, Royal College of General Practitioners', 'President of the Royal College of Paediatricians and Child Health', 'President of the Royal College of Surgeons', 'President of the Royal College of Radiologists']","Retrocaecal appendicitis presentation is not a rare presentation of either acute appendicitis or generalised abdominal pain, contrary to the slant of available literature.",Will ensure signposting to the Best Practice Pathway Resource for paediatric acute abdominal pain and appendicectomy.,2
96,https://www.judiciary.uk/prevention-of-future-death-reports/lacey-brookman-prevention-of-future-deaths-report/,2024-0612,"['President Royal, Royal College of General Practitioners', 'President of the Royal College of Paediatricians and Child Health', 'President of the Royal College of Surgeons', 'President of the Royal College of Radiologists']","Retrocaecal appendicitis presentation is not a rare presentation of either acute appendicitis or generalised abdominal pain, contrary to the slant of available literature.",Advocate using similar imaging strategies for retrocaecal appendicitis as for general appendicitis.,2
97,https://www.judiciary.uk/prevention-of-future-death-reports/lacey-brookman-prevention-of-future-deaths-report/,2024-0612,"['President Royal, Royal College of General Practitioners', 'President of the Royal College of Paediatricians and Child Health', 'President of the Royal College of Surgeons', 'President of the Royal College of Radiologists']","The availability and use of bedside/departmental ultrasound scanning in abdominal pain (e.g. in the young), especially out of hours, is a concern.",Recommend seeking advice from the Royal College of Radiologists regarding out of hours paediatric radiology service provision.,2
98,https://www.judiciary.uk/prevention-of-future-death-reports/lacey-brookman-prevention-of-future-deaths-report/,2024-0612,"['President Royal, Royal College of General Practitioners', 'President of the Royal College of Paediatricians and Child Health', 'President of the Royal College of Surgeons', 'President of the Royal College of Radiologists']","The availability and use of bedside/departmental ultrasound scanning in abdominal pain (e.g. in the young), especially out of hours, is a concern.","State that bedside ultrasound scanning is not routinely available in general practice and would require policy change, investment, and training development.",1
99,https://www.judiciary.uk/prevention-of-future-death-reports/lacey-brookman-prevention-of-future-deaths-report/,2024-0612,"['President Royal, Royal College of General Practitioners', 'President of the Royal College of Paediatricians and Child Health', 'President of the Royal College of Surgeons', 'President of the Royal College of Radiologists']","The availability and use of bedside/departmental ultrasound scanning in abdominal pain (e.g. in the young), especially out of hours, is a concern.",[no response],0
100,https://www.judiciary.uk/prevention-of-future-death-reports/lacey-brookman-prevention-of-future-deaths-report/,2024-0612,"['President Royal, Royal College of General Practitioners', 'President of the Royal College of Paediatricians and Child Health', 'President of the Royal College of Surgeons', 'President of the Royal College of Radiologists']","The availability and use of bedside/departmental ultrasound scanning in abdominal pain (e.g. in the young), especially out of hours, is a concern.",Advocate ongoing clinical evaluation and repeating ultrasound at a short interval if initial imaging is equivocal.,2
101,https://www.judiciary.uk/prevention-of-future-death-reports/lacey-brookman-prevention-of-future-deaths-report/,2024-0612,"['President Royal, Royal College of General Practitioners', 'President of the Royal College of Paediatricians and Child Health', 'President of the Royal College of Surgeons', 'President of the Royal College of Radiologists']",There is a concern regarding the training of doctors in considering appendicitis as a possible differential diagnosis to generalised abdominal pain.,Shared the report with Specialty Advisory Committee Chairs for consideration during upcoming curricula reviews.,1
102,https://www.judiciary.uk/prevention-of-future-death-reports/lacey-brookman-prevention-of-future-deaths-report/,2024-0612,"['President Royal, Royal College of General Practitioners', 'President of the Royal College of Paediatricians and Child Health', 'President of the Royal College of Surgeons', 'President of the Royal College of Radiologists']",There is a concern regarding the training of doctors in considering appendicitis as a possible differential diagnosis to generalised abdominal pain.,Support General Practitioners in undertaking telephone consultation and triage skills courses including consideration of appendicitis as a differential diagnosis.,2
103,https://www.judiciary.uk/prevention-of-future-death-reports/lacey-brookman-prevention-of-future-deaths-report/,2024-0612,"['President Royal, Royal College of General Practitioners', 'President of the Royal College of Paediatricians and Child Health', 'President of the Royal College of Surgeons', 'President of the Royal College of Radiologists']",There is a concern regarding the training of doctors in considering appendicitis as a possible differential diagnosis to generalised abdominal pain.,Will share anonymised information from the report for discussion with the RCPCH Clinical Quality in Practice Committee.,2
104,https://www.judiciary.uk/prevention-of-future-death-reports/lacey-brookman-prevention-of-future-deaths-report/,2024-0612,"['President Royal, Royal College of General Practitioners', 'President of the Royal College of Paediatricians and Child Health', 'President of the Royal College of Surgeons', 'President of the Royal College of Radiologists']",There is a concern regarding the training of doctors in considering appendicitis as a possible differential diagnosis to generalised abdominal pain.,Advocate prompt assessment by experienced clinicians including expert surgeons and radiologists.,2
105,https://www.judiciary.uk/prevention-of-future-death-reports/gemma-ralph-prevention-of-future-deaths-report/,2024-0613,"['Cannock Chase Hospital', 'NHS England']","Bottles of sevoflurane, whether unopened or partially used after theatre, are not robustly monitored, allowing for the possibility that a bottle could be removed from Cannock Chase Hospital without detection by the auditing system.","Introduce daily stock counts of full bottles, part bottles and empty bottles of sevoflurane to ensure all are accounted for.",3
106,https://www.judiciary.uk/prevention-of-future-death-reports/gemma-ralph-prevention-of-future-deaths-report/,2024-0613,"['Cannock Chase Hospital', 'NHS England']","Bottles of sevoflurane, whether unopened or partially used after theatre, are not robustly monitored, allowing for the possibility that a bottle could be removed from Cannock Chase Hospital without detection by the auditing system.","Continue to explore and support improvements in the controlled, authorised and auditable access to medicines.",2
107,https://www.judiciary.uk/prevention-of-future-death-reports/gemma-ralph-prevention-of-future-deaths-report/,2024-0613,"['Cannock Chase Hospital', 'NHS England']",The trust was unable to confirm or refute that the bottle of sevoflurane found at the deceased’s home address originated from Cannock Chase Hospital.,[no response],0
108,https://www.judiciary.uk/prevention-of-future-death-reports/gemma-ralph-prevention-of-future-deaths-report/,2024-0613,"['Cannock Chase Hospital', 'NHS England']",The trust was unable to confirm or refute that the bottle of sevoflurane found at the deceased’s home address originated from Cannock Chase Hospital.,Consider the hospital’s response and any actions arising from this in due course.,2
109,https://www.judiciary.uk/prevention-of-future-death-reports/daniel-pinkney-prevention-of-future-deaths-report/,2024-0609,"['Department of Transport', 'Driver Vehicle Standards Agency', 'Royal Society for the Prevention of Accidents']","There is insufficient awareness among road users of the phenomenon of aquaplaning and the need to reduce speed when surface water is present, as well as basic knowledge about braking and steering in such situations.",Continue to work with stakeholders to amplify road safety messages and encourage inclusion of aquaplaning where appropriate.,2
110,https://www.judiciary.uk/prevention-of-future-death-reports/daniel-pinkney-prevention-of-future-deaths-report/,2024-0609,"['Department of Transport', 'Driver Vehicle Standards Agency', 'Royal Society for the Prevention of Accidents']","There is insufficient awareness among road users of the phenomenon of aquaplaning and the need to reduce speed when surface water is present, as well as basic knowledge about braking and steering in such situations.",Launch and promote a winter driving e-learning course through www.safedrivingforlife.info in November 2023.,3
111,https://www.judiciary.uk/prevention-of-future-death-reports/daniel-pinkney-prevention-of-future-deaths-report/,2024-0609,"['Department of Transport', 'Driver Vehicle Standards Agency', 'Royal Society for the Prevention of Accidents']","There is insufficient awareness among road users of the phenomenon of aquaplaning and the need to reduce speed when surface water is present, as well as basic knowledge about braking and steering in such situations.",Create and share digital education materials on aquaplaning awareness through social media and website in Q4 2024.,3
112,https://www.judiciary.uk/prevention-of-future-death-reports/daniel-pinkney-prevention-of-future-deaths-report/,2024-0609,"['Department of Transport', 'Driver Vehicle Standards Agency', 'Royal Society for the Prevention of Accidents']","The Highway Code does not currently provide information or guidance on aquaplaning, despite its relevance to road safety.",Consider including advice on aquaplaning at the next major revision of the Highway Code during the usual consultation process.,3
113,https://www.judiciary.uk/prevention-of-future-death-reports/daniel-pinkney-prevention-of-future-deaths-report/,2024-0609,"['Department of Transport', 'Driver Vehicle Standards Agency', 'Royal Society for the Prevention of Accidents']","The Highway Code does not currently provide information or guidance on aquaplaning, despite its relevance to road safety.",[no response],0
114,https://www.judiciary.uk/prevention-of-future-death-reports/daniel-pinkney-prevention-of-future-deaths-report/,2024-0609,"['Department of Transport', 'Driver Vehicle Standards Agency', 'Royal Society for the Prevention of Accidents']","The Highway Code does not currently provide information or guidance on aquaplaning, despite its relevance to road safety.",Engage with the Department for Transport and DVSA regarding coroner's findings on aquaplaning guidance in Q4 2024.,3
115,https://www.judiciary.uk/prevention-of-future-death-reports/simon-boyd-prevention-of-future-deaths-report/,2024-0604,"['Secretary of State for Health and Social Care', 'Chief Executive, NHS England']","National targets for ambulance response times, specifically for Category 3 999 calls, are not being adhered to, with actual response times significantly exceeding the target.","Government will publish a 10-Year Health Plan in Spring 2025 to set out radical reforms for the NHS, including ambulance response times.",4
116,https://www.judiciary.uk/prevention-of-future-death-reports/simon-boyd-prevention-of-future-deaths-report/,2024-0604,"['Secretary of State for Health and Social Care', 'Chief Executive, NHS England']","The current wording of some of the script used by Call Handlers under NHS Pathways may create a misleading impression that an ambulance has been dispatched when this is not the case, potentially deterring callers from seeking alternative help.",[no response],0
117,https://www.judiciary.uk/prevention-of-future-death-reports/simon-boyd-prevention-of-future-deaths-report/,2024-0604,"['Secretary of State for Health and Social Care', 'Chief Executive, NHS England']","The current wording of some of the script used by Call Handlers under NHS Pathways may create a misleading impression that an ambulance has been dispatched when this is not the case, potentially deterring callers from seeking alternative help.",[no response],0
118,https://www.judiciary.uk/prevention-of-future-death-reports/simon-boyd-prevention-of-future-deaths-report/,2024-0604,"['Secretary of State for Health and Social Care', 'Chief Executive, NHS England']",There is potential under the NHS Pathways paradigm for an ambulance response to be cancelled without first discussing this with the person who requested the ambulance.,[no response],0
119,https://www.judiciary.uk/prevention-of-future-death-reports/simon-boyd-prevention-of-future-deaths-report/,2024-0604,"['Secretary of State for Health and Social Care', 'Chief Executive, NHS England']",There is potential under the NHS Pathways paradigm for an ambulance response to be cancelled without first discussing this with the person who requested the ambulance.,[no response],0
120,https://www.judiciary.uk/prevention-of-future-death-reports/sarah-mcgreevy-prevention-of-future-deaths-report/,2024-0611,"['Operations Director, Tenancy and Homeowner Services, London Borough of Hackney']","Residents at [REDACTED] have been climbing onto their balconies to clear blocked drainpipes, which carries a clear risk of falls.",[no response],0
121,https://www.judiciary.uk/prevention-of-future-death-reports/sarah-mcgreevy-prevention-of-future-deaths-report/,2024-0611,"['Operations Director, Tenancy and Homeowner Services, London Borough of Hackney']",The leaseholder of [REDACTED] was not aware of any work being undertaken to the guttering or drainpipes to the block following Ms McGreevy’s death.,[no response],0
122,https://www.judiciary.uk/prevention-of-future-death-reports/sarah-mcgreevy-prevention-of-future-deaths-report/,2024-0611,"['Operations Director, Tenancy and Homeowner Services, London Borough of Hackney']","In the absence of remedial works, the practice of residents unblocking pipes themselves is likely to continue.",[no response],0
123,https://www.judiciary.uk/prevention-of-future-death-reports/terence-gillard-prevention-of-future-deaths-report/,2025-0264,"['London Borough of Hounslow (LBH)', 'Transport for London (TFL)', 'Department for Transport (DFT)']","The pedestrian crossing area across Jersey Road on the A4 Great West Road lacks pedestrian traffic lights, a demand button, and sound signals, making it difficult for pedestrians to judge when it is safe to cross.","TfL will implement a new pedestrian crossing design with a push button unit, rotating cone, and green person signal at the A4/Jersey Road junction.",3
