issue_id,report_id,report_url,report_date,coroner,area,issue_sentence,extract_error,similarity_group_id,group_label,group_description
iss_0001825,2025-0295,https://www.judiciary.uk/prevention-of-future-death-reports/simon-hockenhull-prevention-of-future-deaths-report/,2025-06-12,E. Wheeler,Cheshire,The definition of a 'month' for repeat prescriptions is inconsistently applied between prescribers and pharmacists.,,-1,,
iss_0001826,2025-0295,https://www.judiciary.uk/prevention-of-future-death-reports/simon-hockenhull-prevention-of-future-deaths-report/,2025-06-12,E. Wheeler,Cheshire,Inconsistent interpretation of prescription durations may lead to patients failing to take medication as consistently as required.,,-1,,
iss_0001827,2025-0295,https://www.judiciary.uk/prevention-of-future-death-reports/simon-hockenhull-prevention-of-future-deaths-report/,2025-06-12,E. Wheeler,Cheshire,The RCGP RPS Repeat Prescription Toolkit fails to address discrepancies in defining prescription intervals.,,-1,,
iss_0001828,2025-0392,https://www.judiciary.uk/prevention-of-future-death-reports/oscar-keenan-prevention-of-future-deaths-report/,2025-06-12,J. Leach,Oxfordshire,The 111 algorithm is inadequate for assessing ill newborns and infants.,,-1,,
iss_0001829,2025-0392,https://www.judiciary.uk/prevention-of-future-death-reports/oscar-keenan-prevention-of-future-deaths-report/,2025-06-12,J. Leach,Oxfordshire,The 111 algorithm fails to identify significant respiratory problems requiring early clinical assessment.,,-1,,
iss_0001830,2025-0392,https://www.judiciary.uk/prevention-of-future-death-reports/oscar-keenan-prevention-of-future-deaths-report/,2025-06-12,J. Leach,Oxfordshire,Total reliance on non-clinical algorithms prevents the identification of urgent medical situations.,,-1,,
iss_0001831,2025-0392,https://www.judiciary.uk/prevention-of-future-death-reports/oscar-keenan-prevention-of-future-deaths-report/,2025-06-12,J. Leach,Oxfordshire,The 111 system lacks mechanisms to direct early clinical input.,,-1,,
iss_0001832,2025-0392,https://www.judiciary.uk/prevention-of-future-death-reports/oscar-keenan-prevention-of-future-deaths-report/,2025-06-12,J. Leach,Oxfordshire,There is a delay or lack of direction in obtaining necessary clinical assessments.,,-1,,
iss_0001833,2025-0294,https://www.judiciary.uk/prevention-of-future-death-reports/carol-taylor-prevention-of-future-deaths-report/,2025-06-12,S. Simblet,Essex and Thurrock,There is no system to prevent staff with non-compliant mandatory training from working on inpatient wards.,,-1,,
iss_0001835,2025-0296,https://www.judiciary.uk/prevention-of-future-death-reports/michael-barry-prevention-of-future-deaths-report/,2025-06-12,S. Horstead,Essex and Thurrock,There is no specialist commissioned service available for GPs to refer patients for managing dependency on prescribed medications.,,-1,,
iss_0001836,2025-0296,https://www.judiciary.uk/prevention-of-future-death-reports/michael-barry-prevention-of-future-deaths-report/,2025-06-12,S. Horstead,Essex and Thurrock,The absence of specialist services for reducing dependency-forming medications creates a risk of avoidable future deaths.,,-1,,
iss_0001837,2025-0296,https://www.judiciary.uk/prevention-of-future-death-reports/michael-barry-prevention-of-future-deaths-report/,2025-06-12,S. Horstead,Essex and Thurrock,There is a lack of commissioned services in primary or secondary care to assist with safe withdrawal from prescribed opioids.,,-1,,
iss_0001838,2025-0296,https://www.judiciary.uk/prevention-of-future-death-reports/michael-barry-prevention-of-future-deaths-report/,2025-06-12,S. Horstead,Essex and Thurrock,The lack of specialist support for managing medication reduction leaves patients at risk of fatal withdrawal symptoms.,,-1,,
iss_0001839,2025-0291,https://www.judiciary.uk/prevention-of-future-death-reports/lila-marsland-prevention-of-future-deaths-report/,2025-06-11,C. Morris,Manchester South,The Child Sepsis Screening Tool is not fully embedded in clinical practice at the Trust.,,-1,,
iss_0001840,2025-0291,https://www.judiciary.uk/prevention-of-future-death-reports/lila-marsland-prevention-of-future-deaths-report/,2025-06-11,C. Morris,Manchester South,The Trust has not fully implemented the latest NICE guidelines for bacterial meningitis.,,-1,,
iss_0001841,2025-0291,https://www.judiciary.uk/prevention-of-future-death-reports/lila-marsland-prevention-of-future-deaths-report/,2025-06-11,C. Morris,Manchester South,A Locum Consultant authorised a patient transfer without performing a physical examination.,,-1,,
iss_0001842,2025-0291,https://www.judiciary.uk/prevention-of-future-death-reports/lila-marsland-prevention-of-future-deaths-report/,2025-06-11,C. Morris,Manchester South,There is no medical record of the paediatric examination that led to the patient's discharge.,,-1,,
iss_0001843,2025-0291,https://www.judiciary.uk/prevention-of-future-death-reports/lila-marsland-prevention-of-future-deaths-report/,2025-06-11,C. Morris,Manchester South,"Clinical information is recorded across fragmented analogue and digital systems, risking the loss of vital data.",,-1,,
iss_0001844,2025-0293,https://www.judiciary.uk/prevention-of-future-death-reports/maureen-powell-prevention-of-future-deaths-report/,2025-06-11,G. Clow,Nottinghamshire and Nottingham,Repositioning records and implementation were inconsistent.,,-1,,
iss_0001845,2025-0293,https://www.judiciary.uk/prevention-of-future-death-reports/maureen-powell-prevention-of-future-deaths-report/,2025-06-11,G. Clow,Nottinghamshire and Nottingham,Daily skin inspections were not recorded or performed.,,-1,,
iss_0001847,2025-0293,https://www.judiciary.uk/prevention-of-future-death-reports/maureen-powell-prevention-of-future-deaths-report/,2025-06-11,G. Clow,Nottinghamshire and Nottingham,"Airflow mattresses were incorrectly adjusted, reducing their efficacy.",,-1,,
iss_0001848,2025-0293,https://www.judiciary.uk/prevention-of-future-death-reports/maureen-powell-prevention-of-future-deaths-report/,2025-06-11,G. Clow,Nottinghamshire and Nottingham,Families were not informed of wound deterioration.,,-1,,
iss_0001849,2025-0293,https://www.judiciary.uk/prevention-of-future-death-reports/maureen-powell-prevention-of-future-deaths-report/,2025-06-11,G. Clow,Nottinghamshire and Nottingham,Referrals to tissue viability specialists were made too late.,,-1,,
iss_0001850,2025-0293,https://www.judiciary.uk/prevention-of-future-death-reports/maureen-powell-prevention-of-future-deaths-report/,2025-06-11,G. Clow,Nottinghamshire and Nottingham,No internal investigation was conducted into the care failures.,,-1,,
iss_0001851,2025-0293,https://www.judiciary.uk/prevention-of-future-death-reports/maureen-powell-prevention-of-future-deaths-report/,2025-06-11,G. Clow,Nottinghamshire and Nottingham,"Key records were lost, destroyed, or not maintained.",,-1,,
iss_0001852,2025-0290,https://www.judiciary.uk/prevention-of-future-death-reports/andrew-connolly-prevention-of-future-deaths-report/,2025-06-10,A. Mutch,Manchester South,GP appointments transitioned to telephone consultations despite evidence of declining mental health.,,-1,,
iss_0001853,2025-0290,https://www.judiciary.uk/prevention-of-future-death-reports/andrew-connolly-prevention-of-future-deaths-report/,2025-06-10,A. Mutch,Manchester South,There is no formal guidance for GPs in Greater Manchester regarding the use of telephone appointments over face-to-face consultations.,,-1,,
iss_0001854,2025-0290,https://www.judiciary.uk/prevention-of-future-death-reports/andrew-connolly-prevention-of-future-deaths-report/,2025-06-10,A. Mutch,Manchester South,The failure to include family input and the reliance on telephone appointments resulted in unrecognised clinical risk.,,-1,,
iss_0001855,2025-0289,https://www.judiciary.uk/prevention-of-future-death-reports/amy-levy-prevention-of-future-deaths-report/,2025-06-10,R. Sowersby,Avon,"There is a lack of guidance, training, or policy regarding when police staff should leave voicemail messages when liaising with the public.",,-1,,
iss_0001856,2025-0299,https://www.judiciary.uk/prevention-of-future-death-reports/thomas-hill-prevention-of-future-deaths-report/,2025-06-10,J. Pegg,"Hampshire, Portsmouth and Southampton",The bathroom was of insufficient size for the safe use of the flue-less liquefied petroleum gas cabinet heater.,,-1,,
iss_0001857,2025-0299,https://www.judiciary.uk/prevention-of-future-death-reports/thomas-hill-prevention-of-future-deaths-report/,2025-06-10,J. Pegg,"Hampshire, Portsmouth and Southampton",The liquefied petroleum gas cabinet heater burner plaques were cracked.,,-1,,
iss_0001858,2025-0299,https://www.judiciary.uk/prevention-of-future-death-reports/thomas-hill-prevention-of-future-deaths-report/,2025-06-10,J. Pegg,"Hampshire, Portsmouth and Southampton",A warning label was obscured by the liquefied petroleum gas bottle.,,-1,,
iss_0001859,2025-0299,https://www.judiciary.uk/prevention-of-future-death-reports/thomas-hill-prevention-of-future-deaths-report/,2025-06-10,J. Pegg,"Hampshire, Portsmouth and Southampton",The safety requirements regarding room dimensions for the heater were not obvious to users.,,-1,,
iss_0001860,2025-0335,https://www.judiciary.uk/prevention-of-future-death-reports/ann-caldicott-prevention-of-future-deaths-report/,2025-06-07,S. Clarke,Kent and Medway,Primary and secondary care failed to conduct adequate nutritional assessments or frailty interventions.,,-1,,
iss_0001861,2025-0335,https://www.judiciary.uk/prevention-of-future-death-reports/ann-caldicott-prevention-of-future-deaths-report/,2025-06-07,S. Clarke,Kent and Medway,Clinical staff failed to investigate malnutrition and declining frailty despite requests from the patient and her family.,,-1,,
iss_0001862,2025-0335,https://www.judiciary.uk/prevention-of-future-death-reports/ann-caldicott-prevention-of-future-deaths-report/,2025-06-07,S. Clarke,Kent and Medway,No internal investigations were conducted by the GP or the NHS Foundation Trust to identify lessons for learning.,,-1,,
iss_0001863,2025-0335,https://www.judiciary.uk/prevention-of-future-death-reports/ann-caldicott-prevention-of-future-deaths-report/,2025-06-07,S. Clarke,Kent and Medway,No support was provided for the patient's nutritional status following the onset of chronic weight loss and vomiting.,,-1,,
iss_0001864,2025-0284,https://www.judiciary.uk/prevention-of-future-death-reports/esme-atkinson-prevention-of-future-deaths-report/,2025-06-06,A. Mutch,Manchester South,"Training for community midwives, health visitors, and GPs regarding the identification of subtle heart defect symptoms needs improvement.",,-1,,
iss_0001865,2025-0284,https://www.judiciary.uk/prevention-of-future-death-reports/esme-atkinson-prevention-of-future-deaths-report/,2025-06-06,A. Mutch,Manchester South,Information sharing between healthcare professionals regarding feeding and weight loss concerns must be enhanced.,,-1,,
iss_0001866,2025-0284,https://www.judiciary.uk/prevention-of-future-death-reports/esme-atkinson-prevention-of-future-deaths-report/,2025-06-06,A. Mutch,Manchester South,GP assessments at six to eight weeks lack sufficient clinical questioning and diagnostic awareness for detecting heart defects.,,-1,,
iss_0001867,2025-0284,https://www.judiciary.uk/prevention-of-future-death-reports/esme-atkinson-prevention-of-future-deaths-report/,2025-06-06,A. Mutch,Manchester South,Healthcare professionals lack adequate awareness regarding the increased risk of congenital heart defects in babies of diabetic mothers.,,-1,,
iss_0001868,2025-0284,https://www.judiciary.uk/prevention-of-future-death-reports/esme-atkinson-prevention-of-future-deaths-report/,2025-06-06,A. Mutch,Manchester South,National protocols fail to mandate routine echocardiograms for babies born to mothers with diabetes.,,-1,,
iss_0001869,2025-0284,https://www.judiciary.uk/prevention-of-future-death-reports/esme-atkinson-prevention-of-future-deaths-report/,2025-06-06,A. Mutch,Manchester South,Clinical protocols do not sufficiently account for genetic risks involving maternal twins with congenital heart defects.,,-1,,
iss_0001870,2025-0284,https://www.judiciary.uk/prevention-of-future-death-reports/esme-atkinson-prevention-of-future-deaths-report/,2025-06-06,A. Mutch,Manchester South,"The cardiac component of abnormality scans is not audited, and cardiac images are not stored for subsequent review.",,-1,,
iss_0001871,2025-0284,https://www.judiciary.uk/prevention-of-future-death-reports/esme-atkinson-prevention-of-future-deaths-report/,2025-06-06,A. Mutch,Manchester South,Centile tracking for weight gain is not utilised effectively by health visitors in the early stages of infant care.,,-1,,
iss_0001872,2025-0286,https://www.judiciary.uk/prevention-of-future-death-reports/frederick-ireland-rose-prevention-of-future-deaths-report/,2025-06-06,S. Bourke,London Inner North,The presence of nitazenes in cannabinoid vaping fluids is insufficiently recognised.,,-1,,
iss_0001873,2025-0286,https://www.judiciary.uk/prevention-of-future-death-reports/frederick-ireland-rose-prevention-of-future-deaths-report/,2025-06-06,S. Bourke,London Inner North,The risk of overdose from nitazene ingestion via vaping is significant due to unpredictable dosage.,,-1,,
iss_0001874,2025-0286,https://www.judiciary.uk/prevention-of-future-death-reports/frederick-ireland-rose-prevention-of-future-deaths-report/,2025-06-06,S. Bourke,London Inner North,Cannabinoid vape users may lack awareness of the risks posed by nitazene contamination.,,-1,,
iss_0001875,2025-0286,https://www.judiciary.uk/prevention-of-future-death-reports/frederick-ireland-rose-prevention-of-future-deaths-report/,2025-06-06,S. Bourke,London Inner North,Cannabinoid vape users may lack awareness of or access to Naloxone.,,-1,,
iss_0001876,2025-0283,https://www.judiciary.uk/prevention-of-future-death-reports/nicholas-gray-prevention-of-future-deaths-report/,2025-06-05,S. Hayes,Essex and Thurrock,No plan was implemented to assess the deceased's mental health or risk of self-harm following his initial presentation.,,-1,,
iss_0001879,2025-0283,https://www.judiciary.uk/prevention-of-future-death-reports/nicholas-gray-prevention-of-future-deaths-report/,2025-06-05,S. Hayes,Essex and Thurrock,The Trust PSIRF Decision Monitoring Tool contained inaccurate information regarding dates of contact and the substance of interactions.,,-1,,
iss_0001880,2025-0283,https://www.judiciary.uk/prevention-of-future-death-reports/nicholas-gray-prevention-of-future-deaths-report/,2025-06-05,S. Hayes,Essex and Thurrock,The Trust failed to record self-harm incidents within the Decision Monitoring Tool.,,-1,,
iss_0001881,2025-0283,https://www.judiciary.uk/prevention-of-future-death-reports/nicholas-gray-prevention-of-future-deaths-report/,2025-06-05,S. Hayes,Essex and Thurrock,The Trust failed to record the mental health liaison nurse review and the discharge from EPUT.,,-1,,
iss_0001882,2025-0283,https://www.judiciary.uk/prevention-of-future-death-reports/nicholas-gray-prevention-of-future-deaths-report/,2025-06-05,S. Hayes,Essex and Thurrock,Information used to determine investigation requirements contained significant omissions and inconsistencies.,,-1,,
iss_0001883,2025-0281,https://www.judiciary.uk/prevention-of-future-death-reports/edward-wilson-prevention-of-future-deaths-report/,2025-06-05,J. Devonish,Cheshire,The paramedics failed to consider the patient's significant history of heart failure when administering salbutamol nebulisers.,,-1,,
iss_0001884,2025-0281,https://www.judiciary.uk/prevention-of-future-death-reports/edward-wilson-prevention-of-future-deaths-report/,2025-06-05,J. Devonish,Cheshire,The administration of salbutamol nebulisers contributed to the lowering of the patient's blood pressure and subsequent cardiac arrests.,,-1,,
iss_0001885,2025-0276,https://www.judiciary.uk/prevention-of-future-death-reports/colin-brooks-prevention-of-future-deaths-report/,2025-06-05,S. Brenchley,Birmingham and Solihull,A clamp on the cardiopulmonary bypass machine was not reapplied prior to the commencement of bypass.,,-1,,
iss_0001886,2025-0276,https://www.judiciary.uk/prevention-of-future-death-reports/colin-brooks-prevention-of-future-deaths-report/,2025-06-05,S. Brenchley,Birmingham and Solihull,The number of on-site perfusionists failed to meet the N+1 safety requirement during out-of-hours emergency procedures.,,-1,,
iss_0001887,2025-0276,https://www.judiciary.uk/prevention-of-future-death-reports/colin-brooks-prevention-of-future-deaths-report/,2025-06-05,S. Brenchley,Birmingham and Solihull,The junior perfusionist was unable to obtain immediate advice from another perfusionist due to insufficient staffing levels.,,-1,,
iss_0001888,2025-0276,https://www.judiciary.uk/prevention-of-future-death-reports/colin-brooks-prevention-of-future-deaths-report/,2025-06-05,S. Brenchley,Birmingham and Solihull,Resourcing and funding constraints prevented the implementation of safe perfusionist staffing levels during out-of-hours operations.,,-1,,
iss_0001889,2025-0276,https://www.judiciary.uk/prevention-of-future-death-reports/colin-brooks-prevention-of-future-deaths-report/,2025-06-05,S. Brenchley,Birmingham and Solihull,Inadequate perfusionist availability poses a risk of future patient harm during concurrent emergency procedures.,,-1,,
iss_0001890,2025-0311,https://www.judiciary.uk/prevention-of-future-death-reports/richard-osman-prevention-of-future-deaths-report/,2025-06-05,M. Layton,Carmarthenshire and Pembrokeshire,Cockpit fire and smoke procedures require review.,,-1,,
iss_0001891,2025-0311,https://www.judiciary.uk/prevention-of-future-death-reports/richard-osman-prevention-of-future-deaths-report/,2025-06-05,M. Layton,Carmarthenshire and Pembrokeshire,The recognition and immediate isolation of oxygen fires must be improved.,,-1,,
iss_0001892,2025-0311,https://www.judiciary.uk/prevention-of-future-death-reports/richard-osman-prevention-of-future-deaths-report/,2025-06-05,M. Layton,Carmarthenshire and Pembrokeshire,Protective equipment for managing cockpit fires is insufficient.,,-1,,
iss_0001893,2025-0311,https://www.judiciary.uk/prevention-of-future-death-reports/richard-osman-prevention-of-future-deaths-report/,2025-06-05,M. Layton,Carmarthenshire and Pembrokeshire,The effectiveness of Halon fire extinguishers requires review.,,-1,,
iss_0001894,2025-0311,https://www.judiciary.uk/prevention-of-future-death-reports/richard-osman-prevention-of-future-deaths-report/,2025-06-05,M. Layton,Carmarthenshire and Pembrokeshire,Regulations regarding flammable items and smoking in the cockpit require review.,,-1,,
iss_0001895,2025-0311,https://www.judiciary.uk/prevention-of-future-death-reports/richard-osman-prevention-of-future-deaths-report/,2025-06-05,M. Layton,Carmarthenshire and Pembrokeshire,Risk analyses must account for potential overpressure in the oxygen distribution system.,,-1,,
iss_0001896,2025-0311,https://www.judiciary.uk/prevention-of-future-death-reports/richard-osman-prevention-of-future-deaths-report/,2025-06-05,M. Layton,Carmarthenshire and Pembrokeshire,Annex 13 should grant participating states access to evidence when excluded by the State of Occurrence.,,-1,,
iss_0001897,2025-0311,https://www.judiciary.uk/prevention-of-future-death-reports/richard-osman-prevention-of-future-deaths-report/,2025-06-05,M. Layton,Carmarthenshire and Pembrokeshire,Participating states require the right to take over investigations if the State of Occurrence fails to provide timely reports.,,-1,,
iss_0001898,2025-0278,https://www.judiciary.uk/prevention-of-future-death-reports/cain-donald-prevention-of-future-deaths-report/,2025-06-05,N. Graham,Oxfordshire,The discharge planning from the psychiatric unit into the community was deficient.,,-1,,
iss_0001899,2025-0278,https://www.judiciary.uk/prevention-of-future-death-reports/cain-donald-prevention-of-future-deaths-report/,2025-06-05,N. Graham,Oxfordshire,The Probation Service and family members were not adequately engaged in the discharge planning process.,,-1,,
iss_0001900,2025-0278,https://www.judiciary.uk/prevention-of-future-death-reports/cain-donald-prevention-of-future-deaths-report/,2025-06-05,N. Graham,Oxfordshire,The Trust's discharge policy failed to account for direct discharge from the PICU by a Mental Health Review Tribunal.,,-1,,
iss_0001901,2025-0278,https://www.judiciary.uk/prevention-of-future-death-reports/cain-donald-prevention-of-future-deaths-report/,2025-06-05,N. Graham,Oxfordshire,CRHTT staff failed to implement instructions for the supervision of medication administration.,,-1,,
iss_0001902,2025-0278,https://www.judiciary.uk/prevention-of-future-death-reports/cain-donald-prevention-of-future-deaths-report/,2025-06-05,N. Graham,Oxfordshire,The Trust failed to provide training or guidance to CRHTT staff to address medication supervision failures.,,-1,,
iss_0001903,2025-0288,https://www.judiciary.uk/prevention-of-future-death-reports/thomas-oldcorn-prevention-of-future-deaths-report/,2025-06-05,M. Taylor,Blackpool and Fylde,The waiting time for surgery failed to meet the national standard of seven days from angiography.,,-1,,
iss_0001904,2025-0288,https://www.judiciary.uk/prevention-of-future-death-reports/thomas-oldcorn-prevention-of-future-deaths-report/,2025-06-05,M. Taylor,Blackpool and Fylde,There are inadequate resources to meet the national target for in-patient surgical waiting times.,,-1,,
iss_0001905,2025-0288,https://www.judiciary.uk/prevention-of-future-death-reports/thomas-oldcorn-prevention-of-future-deaths-report/,2025-06-05,M. Taylor,Blackpool and Fylde,The request for a cardiac MRI was not marked as urgent.,,-1,,
iss_0001906,2025-0292,https://www.judiciary.uk/prevention-of-future-death-reports/david-bendell-prevention-of-future-deaths-report/,2025-06-05,N. Parsley,Suffolk,There is a lack of step-down community rehabilitation facilities for patients ineligible for inpatient care.,,-1,,
iss_0001907,2025-0292,https://www.judiciary.uk/prevention-of-future-death-reports/david-bendell-prevention-of-future-deaths-report/,2025-06-05,N. Parsley,Suffolk,Patients not suitable for specialist hospital wards are placed at risk when discharged to home without sufficient support.,,-1,,
iss_0001908,2025-0292,https://www.judiciary.uk/prevention-of-future-death-reports/david-bendell-prevention-of-future-deaths-report/,2025-06-05,N. Parsley,Suffolk,The current rehabilitation options fail to provide a safe transition for patients unable to maintain their own safety at home.,,-1,,
iss_0001909,2025-0274,https://www.judiciary.uk/prevention-of-future-death-reports/david-heffer-prevention-of-future-deaths-report/,2025-06-04,S. Hayes,Essex and Thurrock,The treating doctor was not informed of the patient's readmission following a procedural complication.,,-1,,
iss_0001910,2025-0274,https://www.judiciary.uk/prevention-of-future-death-reports/david-heffer-prevention-of-future-deaths-report/,2025-06-04,S. Hayes,Essex and Thurrock,Medical advice was not sought regarding the potential causes of the post-procedural complication.,,-1,,
iss_0001911,2025-0274,https://www.judiciary.uk/prevention-of-future-death-reports/david-heffer-prevention-of-future-deaths-report/,2025-06-04,S. Hayes,Essex and Thurrock,"Medical records were incomplete and contained illegible entries, hindering clinical interpretation.",,-1,,
iss_0001912,2025-0273,https://www.judiciary.uk/prevention-of-future-death-reports/david-ejimofor-prevention-of-future-deaths-report/,2025-06-04,E. Ramsay,Swansea and Neath Port Talbot,No lifeguards are stationed at the breakwater during high-risk periods in the spring and summer months.,,-1,,
iss_0001913,2025-0273,https://www.judiciary.uk/prevention-of-future-death-reports/david-ejimofor-prevention-of-future-deaths-report/,2025-06-04,E. Ramsay,Swansea and Neath Port Talbot,The removal of historical lifeguard presence at the breakwater lacks a satisfactory or cogent explanation.,,-1,,
iss_0001914,2025-0273,https://www.judiciary.uk/prevention-of-future-death-reports/david-ejimofor-prevention-of-future-deaths-report/,2025-06-04,E. Ramsay,Swansea and Neath Port Talbot,"There is no evidence that current deterrence measures, such as signage and barriers, are effectively reducing risk.",,-1,,
iss_0001915,2025-0269,https://www.judiciary.uk/prevention-of-future-death-reports/mark-villers-prevention-of-future-deaths-report/,2025-06-03,L. Hunt,Birmingham and Solihull,The initial assessment failed to include aortic dissection in the differential diagnoses.,,-1,,
iss_0001916,2025-0269,https://www.judiciary.uk/prevention-of-future-death-reports/mark-villers-prevention-of-future-deaths-report/,2025-06-03,L. Hunt,Birmingham and Solihull,The significance of the renal infarct as an indicator of aortic dissection was not recognised.,,-1,,
iss_0001917,2025-0269,https://www.judiciary.uk/prevention-of-future-death-reports/mark-villers-prevention-of-future-deaths-report/,2025-06-03,L. Hunt,Birmingham and Solihull,The subtle intimal flap on the CT scan was not identified by the radiologist.,,-1,,
iss_0001918,2025-0269,https://www.judiciary.uk/prevention-of-future-death-reports/mark-villers-prevention-of-future-deaths-report/,2025-06-03,L. Hunt,Birmingham and Solihull,The requirement to rule out aortic dissection via CT angiogram was not actioned during the ward round.,,-1,,
iss_0001919,2025-0269,https://www.judiciary.uk/prevention-of-future-death-reports/mark-villers-prevention-of-future-deaths-report/,2025-06-03,L. Hunt,Birmingham and Solihull,The clinical significance of ongoing pain despite analgesia was not appropriately addressed.,,-1,,
iss_0001920,2025-0269,https://www.judiciary.uk/prevention-of-future-death-reports/mark-villers-prevention-of-future-deaths-report/,2025-06-03,L. Hunt,Birmingham and Solihull,There were insufficient radiologists available to report CT scans during the weekend period.,,-1,,
iss_0001921,2025-0269,https://www.judiciary.uk/prevention-of-future-death-reports/mark-villers-prevention-of-future-deaths-report/,2025-06-03,L. Hunt,Birmingham and Solihull,Radiologist staffing levels were not in accordance with Royal College of Radiology guidelines.,,-1,,
iss_0001922,2025-0272,https://www.judiciary.uk/prevention-of-future-death-reports/esther-byrne-prevention-of-future-deaths-report/,2025-06-03,J. Richards,County Durham and Darlington,"Communication with the health and welfare power of attorney regarding diagnosis, treatment, and discharge planning was inadequate.",,-1,,
iss_0001923,2025-0272,https://www.judiciary.uk/prevention-of-future-death-reports/esther-byrne-prevention-of-future-deaths-report/,2025-06-03,J. Richards,County Durham and Darlington,Medical staff demonstrated a misunderstanding of the deceased's baseline presentation and mobility levels.,,-1,,
iss_0001925,2025-0272,https://www.judiciary.uk/prevention-of-future-death-reports/esther-byrne-prevention-of-future-deaths-report/,2025-06-03,J. Richards,County Durham and Darlington,The quality and accuracy of radiological reporting from the outsourced out-of-hours service was unreliable.,,-1,,
iss_0001926,2025-0275,https://www.judiciary.uk/prevention-of-future-death-reports/benjamin-arnold-prevention-of-future-deaths-report/,2025-06-03,O. Longstaff,Yorkshire West Eastern,"Maternity services are unequally split between hospitals, resulting in a lack of on-site paediatric cover at SJUH.",,-1,,
iss_0001927,2025-0275,https://www.judiciary.uk/prevention-of-future-death-reports/benjamin-arnold-prevention-of-future-deaths-report/,2025-06-03,O. Longstaff,Yorkshire West Eastern,The SJUH maternity unit may be operating outside the parameters of its official Level 1 classification.,,-1,,
iss_0001928,2025-0275,https://www.judiciary.uk/prevention-of-future-death-reports/benjamin-arnold-prevention-of-future-deaths-report/,2025-06-03,O. Longstaff,Yorkshire West Eastern,Guidelines for performing LISA procedures are not standardised across the NHS regarding pre-procedure chest x-rays and consultant approval.,,-1,,
iss_0001929,2025-0275,https://www.judiciary.uk/prevention-of-future-death-reports/benjamin-arnold-prevention-of-future-deaths-report/,2025-06-03,O. Longstaff,Yorkshire West Eastern,National guidelines on the reversible causes of cardiac arrest may be insufficient for identifying and treating causes in newborns.,,-1,,
iss_0001930,2025-0282,https://www.judiciary.uk/prevention-of-future-death-reports/anthony-wood-prevention-of-future-deaths-report/,2025-06-03,J. Taylor,London South,The patient was not provided with crash mats at the side of the bed.,,-1,,
iss_0001931,2025-0282,https://www.judiciary.uk/prevention-of-future-death-reports/anthony-wood-prevention-of-future-deaths-report/,2025-06-03,J. Taylor,London South,A healthcare assistant attempted to change the patient without the required second staff member present.,,-1,,
iss_0001932,2025-0282,https://www.judiciary.uk/prevention-of-future-death-reports/anthony-wood-prevention-of-future-deaths-report/,2025-06-03,J. Taylor,London South,The bed-rail was lowered while the patient was being attended by a single healthcare assistant.,,-1,,
iss_0001933,2025-0282,https://www.judiciary.uk/prevention-of-future-death-reports/anthony-wood-prevention-of-future-deaths-report/,2025-06-03,J. Taylor,London South,Staff failed to implement sufficient precautions despite the patient's known high risk of falls and frailty.,,-1,,
iss_0001934,2025-0277,https://www.judiciary.uk/prevention-of-future-death-reports/105126-2/,2025-06-03,M. Hassell,London Inner North,Islington Council failed to consider a tenant's history of self-harm when allocating a sixth-floor property.,,-1,,
iss_0001935,2025-0277,https://www.judiciary.uk/prevention-of-future-death-reports/105126-2/,2025-06-03,M. Hassell,London Inner North,The Council has not mapped a process to ensure high-floor housing risks are considered for new and existing tenants.,,-1,,
iss_0001936,2025-0271,https://www.judiciary.uk/prevention-of-future-death-reports/brian-garrick-prevention-of-future-deaths-report/,2025-06-03,S. Covell,"County of Devon, Plymouth and Torbay",Severe delays in patient handovers at acute hospitals prevent ambulances and crews from returning to service.,,-1,,
iss_0001939,2025-0270,https://www.judiciary.uk/prevention-of-future-death-reports/charlotte-werner-prevention-of-future-deaths-report/,2025-06-02,M. Hassell,London Inner North,The UCLH dietetic service lacks clear communication regarding its scope of practice.,,-1,,
iss_0001940,2025-0270,https://www.judiciary.uk/prevention-of-future-death-reports/charlotte-werner-prevention-of-future-deaths-report/,2025-06-02,M. Hassell,London Inner North,Information regarding the limitations of the dietetic service is not sufficiently provided to patients or families.,,-1,,
iss_0001941,2025-0267,https://www.judiciary.uk/prevention-of-future-death-reports/patrick-mongan-prevention-of-future-deaths-report/,2025-06-02,N. Mundy,Yorkshire South East,The mound of earth on the central reservation creates a continuing hazard to motorway users.,,-1,,
iss_0001942,2025-0267,https://www.judiciary.uk/prevention-of-future-death-reports/patrick-mongan-prevention-of-future-deaths-report/,2025-06-02,N. Mundy,Yorkshire South East,The interrupted tarmac construction of the central reservation causes vehicles to become airborne upon impact.,,-1,,
iss_0001943,2025-0268,https://www.judiciary.uk/prevention-of-future-death-reports/michelle-mason-prevention-of-future-deaths-report/,2025-06-02,C. Long,Lancashire with Blackburn and Darwen,The 24/7 thrombectomy service specified by NHS England is not being delivered in Lancashire.,,-1,,
iss_0001944,2025-0268,https://www.judiciary.uk/prevention-of-future-death-reports/michelle-mason-prevention-of-future-deaths-report/,2025-06-02,C. Long,Lancashire with Blackburn and Darwen,There is no clear plan to implement the required thrombectomy service in Lancashire.,,-1,,
iss_0001945,2025-0268,https://www.judiciary.uk/prevention-of-future-death-reports/michelle-mason-prevention-of-future-deaths-report/,2025-06-02,C. Long,Lancashire with Blackburn and Darwen,Non-stroke specialist clinicians in Lancashire lack understanding regarding the availability of thrombectomy services.,,-1,,
